date,city,state,max_temp_F,humidity_pct,extreme_heat_event,rolling_max7,humidity_idx
2019-08-22,Phoenix,AZ,84.91,55.1,0,89.53,46.78541
2019-08-23,Phoenix,AZ,96.26,55.7,1,96.26,53.616820000000004
2019-08-24,Phoenix,AZ,90.38,49.4,0,96.26,44.64772
2019-08-25,Phoenix,AZ,79.89,61.2,0,96.26,48.89268
2019-08-26,Phoenix,AZ,88.89,46.7,0,96.26,41.511630000000004
2019-08-27,Phoenix,AZ,85.64,55.6,0,96.26,47.61584
2019-08-28,Phoenix,AZ,91.83,39.8,0,96.26,36.548339999999996
2019-08-29,Phoenix,AZ,85.38,49.8,0,96.26,42.519239999999996
2019-08-30,Phoenix,AZ,88.22,48.3,0,91.83,42.61026
2019-08-31,Phoenix,AZ,90.82,52.3,0,91.83,47.49885999999999
2019-09-01,Phoenix,AZ,92.37,46.3,0,92.37,42.767309999999995
2019-09-02,Phoenix,AZ,84.22,48.7,0,92.37,41.01514
2019-09-03,Phoenix,AZ,87.79,58.3,0,92.37,51.18157
2019-09-04,Phoenix,AZ,87.32,45.6,0,92.37,39.81792
2019-09-05,Phoenix,AZ,86.7,33.9,0,92.37,29.3913
2019-09-06,Phoenix,AZ,96.46,67.5,1,96.46,65.11049999999999
2019-09-07,Phoenix,AZ,91.1,63.8,0,96.46,58.12179999999999
2019-09-08,Phoenix,AZ,84.51,37.1,0,96.46,31.353210000000004
2019-09-09,Phoenix,AZ,93.3,56.9,0,96.46,53.0877
2019-09-10,Phoenix,AZ,98.18,45.0,1,98.18,44.181000000000004
2019-09-11,Phoenix,AZ,93.88,52.6,0,98.18,49.38088
2019-09-12,Phoenix,AZ,83.72,52.9,0,98.18,44.287879999999994
2019-09-13,Phoenix,AZ,87.91,47.7,0,98.18,41.93307
2019-09-14,Phoenix,AZ,94.95,42.2,0,98.18,40.068900000000006
2019-09-15,Phoenix,AZ,87.09,43.1,0,98.18,37.53579
2019-09-16,Phoenix,AZ,91.72,40.8,0,98.18,37.42175999999999
2019-09-17,Phoenix,AZ,93.07,41.7,0,94.95,38.81019
2019-09-18,Phoenix,AZ,86.28,49.3,0,94.95,42.53603999999999
2019-09-19,Phoenix,AZ,89.76,42.8,0,94.95,38.41728
2019-09-20,Phoenix,AZ,77.03,56.8,0,94.95,43.75304
2019-09-21,Phoenix,AZ,85.9,64.9,0,93.07,55.749100000000006
2019-09-22,Phoenix,AZ,88.98,44.2,0,93.07,39.32916000000001
2019-09-23,Phoenix,AZ,84.99,52.4,0,93.07,44.53476
2019-09-24,Phoenix,AZ,96.49,55.0,1,96.49,53.0695
2019-09-25,Phoenix,AZ,84.21,54.7,0,96.49,46.062870000000004
2019-09-26,Phoenix,AZ,88.14,50.8,0,96.49,44.775119999999994
2019-09-27,Phoenix,AZ,90.39,57.4,0,96.49,51.88386
2019-09-28,Phoenix,AZ,95.59,54.8,1,96.49,52.383320000000005
2019-09-29,Phoenix,AZ,84.03,37.6,0,96.49,31.595280000000002
2019-09-30,Phoenix,AZ,94.37,58.7,0,96.49,55.39519
2019-10-01,Phoenix,AZ,89.7,58.9,0,95.59,52.8333
2019-10-02,Phoenix,AZ,85.67,42.4,0,95.59,36.32408
2019-10-03,Phoenix,AZ,91.37,50.4,0,95.59,46.05048
2019-10-04,Phoenix,AZ,90.24,56.8,0,95.59,51.256319999999995
2019-10-05,Phoenix,AZ,86.96,47.9,0,94.37,41.65384
2019-10-06,Phoenix,AZ,89.55,60.7,0,94.37,54.35685
2019-10-07,Phoenix,AZ,87.63,73.6,0,91.37,64.49568
2019-10-08,Phoenix,AZ,89.53,42.1,0,91.37,37.69213
2019-10-09,Phoenix,AZ,91.62,36.2,0,91.62,33.16644
2019-10-10,Phoenix,AZ,95.2,53.0,1,95.2,50.456
2019-10-11,Phoenix,AZ,83.79,57.2,0,95.2,47.92788
2019-10-12,Phoenix,AZ,97.15,47.7,1,97.15,46.34055
2019-10-13,Phoenix,AZ,80.68,64.5,0,97.15,52.0386
2019-10-14,Phoenix,AZ,87.74,36.6,0,97.15,32.11284
2019-10-15,Phoenix,AZ,90.57,56.9,0,97.15,51.53432999999999
2019-10-16,Phoenix,AZ,89.19,43.9,0,97.15,39.15441
2019-10-17,Phoenix,AZ,85.43,67.2,0,97.15,57.40896000000001
2019-10-18,Phoenix,AZ,86.93,69.9,0,97.15,60.76407000000001
2019-10-19,Phoenix,AZ,85.63,42.3,0,90.57,36.221489999999996
2019-10-20,Phoenix,AZ,85.08,44.5,0,90.57,37.8606
2019-10-21,Phoenix,AZ,90.66,58.6,0,90.66,53.12676
2019-10-22,Phoenix,AZ,88.51,46.1,0,90.66,40.803110000000004
2019-10-23,Phoenix,AZ,84.13,49.5,0,90.66,41.644349999999996
2019-10-24,Phoenix,AZ,90.32,50.3,0,90.66,45.43096
2019-10-25,Phoenix,AZ,87.76,30.8,0,90.66,27.03008
2019-10-26,Phoenix,AZ,89.58,49.9,0,90.66,44.700419999999994
2019-10-27,Phoenix,AZ,88.65,43.1,0,90.66,38.20815
2019-10-28,Phoenix,AZ,82.61,45.1,0,90.32,37.257110000000004
2019-10-29,Phoenix,AZ,83.47,64.4,0,90.32,53.75468000000001
2019-10-30,Phoenix,AZ,88.49,37.4,0,90.32,33.095259999999996
2019-10-31,Phoenix,AZ,87.72,58.1,0,89.58,50.96532
2019-11-01,Phoenix,AZ,84.97,47.2,0,89.58,40.10584
2019-11-02,Phoenix,AZ,85.29,47.2,0,88.65,40.25688
2019-11-03,Phoenix,AZ,89.7,57.9,0,89.7,51.9363
2019-11-04,Phoenix,AZ,81.99,53.4,0,89.7,43.78265999999999
2019-11-05,Phoenix,AZ,86.3,55.7,0,89.7,48.0691
2019-11-06,Phoenix,AZ,83.06,59.7,0,89.7,49.58682000000001
2019-11-07,Phoenix,AZ,82.74,46.7,0,89.7,38.63958
2019-11-08,Phoenix,AZ,87.76,43.9,0,89.7,38.52664
2019-11-09,Phoenix,AZ,86.4,39.1,0,89.7,33.7824
2019-11-10,Phoenix,AZ,86.1,41.7,0,87.76,35.9037
2019-11-11,Phoenix,AZ,87.8,79.5,0,87.8,69.80099999999999
2019-11-12,Phoenix,AZ,82.39,62.4,0,87.8,51.411359999999995
2019-11-13,Phoenix,AZ,84.76,36.5,0,87.8,30.937400000000004
2019-11-14,Phoenix,AZ,80.51,36.8,0,87.8,29.62768
2019-11-15,Phoenix,AZ,82.77,54.8,0,87.8,45.35795999999999
2019-11-16,Phoenix,AZ,80.67,55.5,0,87.8,44.77185
2019-11-17,Phoenix,AZ,81.29,55.5,0,87.8,45.115950000000005
2019-11-18,Phoenix,AZ,83.0,47.5,0,84.76,39.425
2019-11-19,Phoenix,AZ,77.05,48.7,0,84.76,37.52335
2019-11-20,Phoenix,AZ,88.39,53.3,0,88.39,47.111869999999996
2019-11-21,Phoenix,AZ,75.7,50.9,0,88.39,38.5313
2019-11-22,Phoenix,AZ,74.57,27.8,0,88.39,20.730459999999997
2019-11-23,Phoenix,AZ,83.75,47.7,0,88.39,39.948750000000004
2019-11-24,Phoenix,AZ,81.98,41.5,0,88.39,34.0217
2019-11-25,Phoenix,AZ,81.0,51.8,0,88.39,41.958
2019-11-26,Phoenix,AZ,80.7,79.9,0,88.39,64.47930000000001
2019-11-27,Phoenix,AZ,77.82,53.7,0,83.75,41.78934
2019-11-28,Phoenix,AZ,73.97,46.9,0,83.75,34.69193
2019-11-29,Phoenix,AZ,77.54,59.2,0,83.75,45.90368
2019-11-30,Phoenix,AZ,74.2,54.8,0,81.98,40.6616
2019-12-01,Phoenix,AZ,80.49,54.2,0,81.0,43.62558
2019-12-02,Phoenix,AZ,75.67,56.1,0,80.7,42.45087
2019-12-03,Phoenix,AZ,72.63,70.6,0,80.49,51.27677999999999
2019-12-04,Phoenix,AZ,74.32,38.7,0,80.49,28.761839999999996
2019-12-05,Phoenix,AZ,76.93,54.7,0,80.49,42.08071000000001
2019-12-06,Phoenix,AZ,72.69,40.7,0,80.49,29.58483
2019-12-07,Phoenix,AZ,71.32,55.6,0,80.49,39.65392
2019-12-08,Phoenix,AZ,75.25,40.8,0,76.93,30.701999999999998
2019-12-09,Phoenix,AZ,74.91,45.8,0,76.93,34.30878
2019-12-10,Phoenix,AZ,71.57,47.0,0,76.93,33.637899999999995
2019-12-11,Phoenix,AZ,71.37,59.8,0,76.93,42.679260000000006
2019-12-12,Phoenix,AZ,73.84,59.2,0,75.25,43.713280000000005
2019-12-13,Phoenix,AZ,66.78,37.5,0,75.25,25.0425
2019-12-14,Phoenix,AZ,66.6,50.5,0,75.25,33.632999999999996
2019-12-15,Phoenix,AZ,69.02,42.9,0,74.91,29.609579999999998
2019-12-16,Phoenix,AZ,70.69,37.4,0,73.84,26.43806
2019-12-17,Phoenix,AZ,72.45,47.8,0,73.84,34.6311
2019-12-18,Phoenix,AZ,76.76,46.9,0,76.76,36.000440000000005
2019-12-19,Phoenix,AZ,73.95,74.3,0,76.76,54.944849999999995
2019-12-20,Phoenix,AZ,69.53,54.3,0,76.76,37.75479
2019-12-21,Phoenix,AZ,69.75,36.2,0,76.76,25.2495
2019-12-22,Phoenix,AZ,65.47,44.4,0,76.76,29.06868
2019-12-23,Phoenix,AZ,69.07,60.2,0,76.76,41.58014
2019-12-24,Phoenix,AZ,67.64,70.9,0,76.76,47.95676
2019-12-25,Phoenix,AZ,69.74,34.1,0,73.95,23.78134
2019-12-26,Phoenix,AZ,64.8,31.2,0,69.75,20.217599999999997
2019-12-27,Phoenix,AZ,69.84,68.7,0,69.84,47.98008000000001
2019-12-28,Phoenix,AZ,73.56,53.9,0,73.56,39.64884
2019-12-29,Phoenix,AZ,66.65,41.3,0,73.56,27.52645
2019-12-30,Phoenix,AZ,68.35,55.3,0,73.56,37.797549999999994
2019-12-31,Phoenix,AZ,69.17,23.6,0,73.56,16.32412
2020-01-01,Phoenix,AZ,64.46,50.0,0,73.56,32.23
2020-01-02,Phoenix,AZ,66.63,53.3,0,73.56,35.51378999999999
2020-01-03,Phoenix,AZ,65.44,59.2,0,73.56,38.740480000000005
2020-01-04,Phoenix,AZ,65.45,39.9,0,69.17,26.114549999999998
2020-01-05,Phoenix,AZ,61.63,50.9,0,69.17,31.36967
2020-01-06,Phoenix,AZ,64.49,40.7,0,69.17,26.247429999999998
2020-01-07,Phoenix,AZ,66.06,52.6,0,66.63,34.74756
2020-01-08,Phoenix,AZ,69.54,41.0,0,69.54,28.511400000000002
2020-01-09,Phoenix,AZ,67.25,45.9,0,69.54,30.86775
